Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1.0,1.0,1.0,9238.0,1.0,1.0,133.1,1.0,1.0,1.0,4.0,10.0,110.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,0.0,0.0,6.0,8.0,6.0,12.625,0.0,0.0,6.0,6.0,6.0,14.16666667,0.0,12.7,3.7,-1.7,3.0
1.0,15.0,1.0,171.0,1.0,1.0,130.0,26.0,1.0,1.0,2.0,9.0,130.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,1.0,6.0,12.0,12.0,12.0,15.08333333,0.0,4.0,11.0,15.0,11.0,13.08333333,0.0,8.9,1.4,3.51,2.0
1.0,17.0,1.0,9070.0,1.0,1.0,136.0,1.0,1.0,37.0,4.0,5.0,130.8,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,8.0,6.0,11.5,0.0,10.8,1.4,1.74,2.0
1.0,1.0,1.0,171.0,1.0,1.0,162.0,1.0,37.0,37.0,9.0,9.0,142.8,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,1.0
1.0,43.0,1.0,9500.0,1.0,1.0,170.0,1.0,19.0,37.0,8.0,8.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,8.0,6.0,13.25,0.0,0.0,8.0,8.0,8.0,13.75,0.0,13.9,-0.3,0.79,2.0
1.0,1.0,2.0,9773.0,1.0,1.0,130.0,109.0,19.0,1.0,9.0,9.0,126.9,1.0,0.0,0.0,1.0,0.0,1.0,19.0,1.0,0.0,6.0,8.0,6.0,13.16666667,0.0,0.0,6.0,6.0,6.0,13.0,0.0,11.1,0.6,2.02,1.0
2.0,39.0,1.0,9147.0,1.0,1.0,140.0,1.0,37.0,37.0,6.0,10.0,131.8,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,5.0,6.0,4.0,14.2,0.0,0.0,5.0,10.0,4.0,11.85714286,0.0,10.8,1.4,1.74,2.0
1.0,43.0,1.0,9500.0,1.0,1.0,140.0,1.0,1.0,38.0,4.0,7.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,8.0,7.0,13.6375,0.0,0.0,8.0,8.0,8.0,14.3875,0.0,13.9,-0.3,0.79,3.0
1.0,1.0,1.0,9070.0,1.0,1.0,143.0,1.0,38.0,19.0,151.0,193.0,134.3,1.0,1.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,14.66666667,0.0,0.0,6.0,7.0,6.0,15.14285714,0.0,8.9,1.4,3.51,3.0
1.0,44.0,1.0,9130.0,1.0,39.0,130.0,1.0,3.0,1.0,4.0,1.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,6.0,12.0,5.0,13.28571429,0.0,0.0,6.0,10.0,4.0,12.0,0.0,16.2,0.3,-0.92,1.0
1.0,44.0,1.0,9085.0,1.0,39.0,160.0,1.0,1.0,1.0,5.0,4.0,160.0,1.0,1.0,0.0,0.0,1.0,0.0,19.0,0.0,2.0,6.0,6.0,6.0,14.0,0.0,1.0,6.0,11.0,6.0,13.5,0.0,12.4,0.5,1.79,1.0
1.0,18.0,1.0,171.0,1.0,1.0,121.0,1.0,1.0,1.0,4.0,3.0,116.8,1.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,15.0,17.0,18.0,17.0,11.5,0.0,16.0,17.0,17.0,17.0,12.17647059,0.0,12.4,0.5,1.79,3.0
1.0,1.0,5.0,9147.0,1.0,1.0,122.0,1.0,38.0,38.0,9.0,9.0,117.5,1.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,5.0,12.0,2.0,11.5,0.0,0.0,5.0,12.0,0.0,0.0,0.0,12.7,3.7,-1.7,1.0
1.0,17.0,2.0,9147.0,1.0,1.0,133.1,1.0,1.0,1.0,4.0,4.0,95.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,11.1,0.6,2.02,1.0
1.0,1.0,1.0,9147.0,1.0,1.0,121.0,1.0,19.0,19.0,3.0,9.0,112.6,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,5.0,7.0,5.0,14.2,0.0,0.0,5.0,7.0,5.0,13.28571429,0.0,11.1,0.6,2.02,3.0
1.0,1.0,1.0,9670.0,1.0,1.0,130.0,1.0,37.0,37.0,0.0,0.0,117.8,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,5.0,8.0,3.0,13.0,0.0,0.0,5.0,7.0,4.0,11.5,1.0,7.6,2.6,0.32,3.0
1.0,1.0,1.0,171.0,1.0,1.0,180.0,41.0,37.0,37.0,9.0,9.0,152.7,1.0,0.0,1.0,0.0,1.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,1.0,1.0,9500.0,1.0,1.0,141.0,1.0,3.0,1.0,9.0,9.0,124.3,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,8.0,8.0,7.0,14.51428571,0.0,0.0,8.0,8.0,7.0,14.51428571,0.0,12.7,3.7,-1.7,2.0
1.0,17.0,1.0,9119.0,1.0,1.0,141.0,1.0,37.0,1.0,9.0,2.0,133.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,10.0,4.0,13.0,0.0,0.0,5.0,10.0,3.0,12.33333333,3.0,7.6,2.6,0.32,2.0
1.0,39.0,1.0,9130.0,1.0,1.0,114.0,1.0,38.0,38.0,9.0,10.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,9.0,6.0,12.57142857,0.0,0.0,6.0,10.0,5.0,12.83333333,0.0,11.1,0.6,2.02,1.0
1.0,1.0,1.0,9130.0,1.0,1.0,133.1,1.0,6.0,11.0,4.0,5.0,138.4,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,5.0,8.0,3.0,14.0,0.0,0.0,5.0,5.0,5.0,12.8,0.0,7.6,2.6,0.32,3.0
1.0,39.0,1.0,9670.0,1.0,6.0,133.1,1.0,1.0,1.0,90.0,3.0,107.0,1.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,1.0,1.0,9238.0,1.0,1.0,115.0,1.0,38.0,38.0,8.0,7.0,112.9,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,11.85714286,0.0,0.0,6.0,8.0,6.0,13.14285714,0.0,12.4,0.5,1.79,3.0
1.0,39.0,1.0,9119.0,1.0,3.0,130.0,1.0,1.0,38.0,90.0,90.0,143.4,0.0,0.0,0.0,1.0,1.0,0.0,29.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,1.0
1.0,42.0,1.0,9500.0,1.0,1.0,123.0,1.0,37.0,37.0,3.0,3.0,123.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,8.0,8.0,8.0,13.105,0.0,0.0,8.0,8.0,8.0,13.105,0.0,9.4,-0.8,-3.12,3.0
1.0,1.0,1.0,9254.0,1.0,1.0,129.0,1.0,19.0,1.0,3.0,7.0,121.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,6.0,9.0,6.0,12.83333333,0.0,0.0,6.0,6.0,4.0,13.25,0.0,16.2,0.3,-0.92,3.0
1.0,39.0,1.0,9130.0,1.0,19.0,133.1,1.0,19.0,3.0,9.0,2.0,140.0,1.0,0.0,1.0,1.0,1.0,0.0,24.0,0.0,0.0,6.0,13.0,5.0,13.14285714,0.0,0.0,6.0,15.0,3.0,12.66666667,0.0,16.2,0.3,-0.92,1.0
1.0,43.0,2.0,9670.0,1.0,1.0,130.0,1.0,19.0,1.0,4.0,4.0,127.6,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,4.0,6.0,6.0,6.0,11.83333333,0.0,0.0,6.0,11.0,4.0,11.14285714,0.0,10.8,1.4,1.74,1.0
1.0,39.0,1.0,8014.0,0.0,1.0,133.1,1.0,34.0,34.0,0.0,0.0,97.5,1.0,0.0,0.0,1.0,1.0,0.0,29.0,0.0,0.0,6.0,10.0,0.0,0.0,1.0,0.0,5.0,10.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,43.0,1.0,9670.0,1.0,1.0,141.0,1.0,3.0,2.0,2.0,2.0,133.3,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,13.0,4.0,13.75,0.0,0.0,6.0,8.0,5.0,11.2,0.0,13.9,-0.3,0.79,2.0
1.0,1.0,1.0,9070.0,1.0,1.0,150.0,1.0,37.0,37.0,9.0,6.0,131.1,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,5.0,13.4,0.0,0.0,6.0,6.0,6.0,12.83333333,0.0,15.5,2.8,-4.06,3.0
1.0,44.0,1.0,9003.0,1.0,39.0,140.0,1.0,38.0,1.0,134.0,134.0,140.0,1.0,0.0,1.0,1.0,1.0,0.0,26.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,8.9,1.4,3.51,2.0
1.0,44.0,1.0,9085.0,1.0,39.0,150.0,1.0,37.0,37.0,9.0,9.0,150.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,2.0,6.0,8.0,6.0,13.0,0.0,1.0,6.0,18.0,2.0,12.0,0.0,12.4,0.5,1.79,2.0
1.0,17.0,3.0,9500.0,1.0,1.0,133.0,1.0,1.0,1.0,9.0,9.0,128.5,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,7.0,14.86857143,0.0,0.0,8.0,9.0,8.0,15.11111111,0.0,11.1,0.6,2.02,3.0
1.0,44.0,1.0,9003.0,1.0,39.0,140.0,1.0,38.0,38.0,6.0,6.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,6.0,12.0,0.0,0.0,6.0,7.0,6.0,12.66666667,0.0,12.4,0.5,1.79,3.0
1.0,39.0,1.0,9500.0,1.0,1.0,130.0,1.0,19.0,19.0,3.0,7.0,129.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,7.0,11.0,4.0,12.86,0.0,0.0,7.0,10.0,5.0,11.56666667,0.0,12.4,0.5,1.79,1.0
1.0,43.0,1.0,9238.0,1.0,1.0,110.0,1.0,37.0,37.0,9.0,9.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,10.0,16.0,24.0,13.0,10.69230769,1.0,9.0,13.0,19.0,9.0,12.30769231,0.0,15.5,2.8,-4.06,2.0
1.0,1.0,3.0,9254.0,1.0,1.0,129.0,1.0,37.0,38.0,7.0,7.0,122.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,9.0,6.0,10.83333333,0.0,0.0,6.0,8.0,5.0,11.0,0.0,7.6,2.6,0.32,2.0
1.0,39.0,1.0,9003.0,1.0,19.0,133.1,1.0,37.0,19.0,9.0,7.0,134.3,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,6.0,15.0,1.0,11.0,0.0,0.0,6.0,13.0,4.0,11.75,0.0,12.4,0.5,1.79,1.0
1.0,1.0,1.0,9254.0,1.0,1.0,118.0,1.0,37.0,37.0,7.0,7.0,114.2,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,10.0,5.0,12.2,0.0,0.0,6.0,10.0,5.0,11.6,0.0,16.2,0.3,-0.92,2.0
2.0,1.0,1.0,9238.0,1.0,1.0,134.0,1.0,37.0,37.0,5.0,5.0,120.4,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,7.0,6.0,11.5,0.0,0.0,6.0,6.0,6.0,11.66666667,0.0,7.6,2.6,0.32,3.0
1.0,1.0,3.0,9254.0,1.0,1.0,121.0,1.0,19.0,19.0,9.0,9.0,125.9,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,6.0,10.0,4.0,10.0,0.0,0.0,6.0,12.0,2.0,13.5,0.0,9.4,-0.8,-3.12,2.0
1.0,1.0,4.0,9500.0,1.0,1.0,148.0,1.0,19.0,19.0,9.0,3.0,125.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,13.9,0.0,0.0,7.0,7.0,6.0,13.9,0.0,7.6,2.6,0.32,3.0
1.0,17.0,4.0,171.0,1.0,1.0,133.1,1.0,38.0,38.0,9.0,9.0,117.0,1.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,1.0
2.0,7.0,1.0,9070.0,1.0,43.0,140.0,1.0,37.0,1.0,9.0,7.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,6.0,7.0,6.0,15.0,0.0,0.0,6.0,8.0,3.0,11.0,0.0,11.1,0.6,2.02,3.0
2.0,39.0,1.0,9991.0,0.0,1.0,120.0,1.0,37.0,37.0,9.0,10.0,170.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,5.0,12.0,2.0,11.5,0.0,0.0,5.0,9.0,4.0,11.75,0.0,9.4,-0.8,-3.12,2.0
1.0,1.0,5.0,9853.0,1.0,1.0,141.0,1.0,37.0,19.0,9.0,5.0,133.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,5.0,12.4,0.0,0.0,6.0,12.0,5.0,10.4,0.0,9.4,-0.8,-3.12,1.0
1.0,44.0,1.0,9003.0,1.0,39.0,140.0,1.0,37.0,37.0,9.0,6.0,140.0,1.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,0.0,6.0,10.0,5.0,12.6,0.0,0.0,6.0,6.0,5.0,13.2,0.0,12.4,0.5,1.79,3.0
4.0,43.0,1.0,9991.0,0.0,1.0,140.0,1.0,37.0,37.0,5.0,5.0,149.8,0.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,0.0,5.0,5.0,5.0,13.8,0.0,0.0,5.0,6.0,5.0,13.8,0.0,12.7,3.7,-1.7,3.0
1.0,18.0,4.0,9853.0,1.0,1.0,118.0,1.0,19.0,37.0,9.0,6.0,111.4,1.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,11.1,0.6,2.02,1.0
1.0,1.0,1.0,171.0,1.0,1.0,135.0,1.0,19.0,4.0,9.0,2.0,143.8,1.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,2.0
1.0,1.0,1.0,9500.0,1.0,1.0,143.0,1.0,1.0,37.0,3.0,8.0,128.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,9.0,7.0,13.05555556,0.0,0.0,8.0,8.0,8.0,15.8125,0.0,13.9,-0.3,0.79,3.0
1.0,1.0,5.0,9119.0,1.0,1.0,131.0,1.0,1.0,19.0,4.0,7.0,126.8,0.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,0.0,5.0,6.0,5.0,12.2,0.0,0.0,5.0,8.0,4.0,12.0,0.0,8.9,1.4,3.51,2.0
1.0,1.0,1.0,9238.0,1.0,1.0,151.0,1.0,19.0,38.0,9.0,9.0,157.0,1.0,0.0,1.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,5.0,11.6,0.0,0.0,6.0,12.0,4.0,11.0,0.0,7.6,2.6,0.32,2.0
1.0,43.0,1.0,9070.0,1.0,1.0,141.0,1.0,1.0,19.0,5.0,10.0,127.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,5.0,12.4,0.0,0.0,6.0,9.0,5.0,12.4,0.0,12.7,3.7,-1.7,3.0
1.0,1.0,2.0,9670.0,1.0,1.0,117.0,1.0,37.0,37.0,9.0,9.0,111.8,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,5.0,8.0,3.0,12.0,0.0,0.0,5.0,9.0,2.0,11.0,1.0,7.6,2.6,0.32,2.0
1.0,1.0,1.0,9238.0,1.0,1.0,167.0,1.0,19.0,19.0,9.0,7.0,156.2,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,14.33333333,0.0,0.0,6.0,7.0,6.0,14.14285714,0.0,15.5,2.8,-4.06,3.0
1.0,42.0,1.0,8014.0,0.0,1.0,150.0,1.0,19.0,2.0,4.0,6.0,148.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,6.0,10.0,3.0,11.66666667,0.0,0.0,6.0,8.0,5.0,12.0,0.0,9.4,-0.8,-3.12,3.0
1.0,1.0,1.0,9238.0,1.0,1.0,133.0,41.0,19.0,19.0,9.0,9.0,119.7,1.0,0.0,1.0,1.0,0.0,1.0,19.0,1.0,0.0,6.0,8.0,6.0,12.66666667,0.0,0.0,6.0,7.0,6.0,12.66666667,0.0,8.9,1.4,3.51,3.0
1.0,44.0,1.0,9119.0,1.0,39.0,151.0,1.0,19.0,37.0,4.0,7.0,151.0,0.0,0.0,1.0,1.0,0.0,0.0,26.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,16.2,0.3,-0.92,1.0
2.0,39.0,1.0,8014.0,0.0,1.0,120.0,1.0,37.0,37.0,9.0,9.0,117.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,6.0,7.0,6.0,12.83333333,0.0,0.0,6.0,8.0,6.0,12.85714286,0.0,12.4,0.5,1.79,3.0
2.0,39.0,1.0,8014.0,0.0,19.0,100.0,1.0,38.0,19.0,0.0,10.0,111.3,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,6.0,7.0,6.0,13.33333333,0.0,0.0,6.0,6.0,6.0,13.5,0.0,7.6,2.6,0.32,3.0
1.0,17.0,2.0,9853.0,1.0,1.0,114.0,1.0,1.0,1.0,4.0,0.0,108.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,11.0,5.0,11.4,0.0,0.0,7.0,9.0,6.0,13.33333333,0.0,13.9,-0.3,0.79,2.0
1.0,17.0,1.0,9238.0,1.0,1.0,128.0,1.0,38.0,19.0,191.0,175.0,118.6,1.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,6.0,8.0,5.0,13.2,0.0,0.0,6.0,7.0,5.0,11.8,0.0,8.9,1.4,3.51,2.0
1.0,39.0,1.0,9991.0,0.0,1.0,133.1,1.0,37.0,37.0,9.0,9.0,143.2,0.0,0.0,0.0,1.0,1.0,0.0,35.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,11.1,0.6,2.02,1.0
2.0,43.0,1.0,9991.0,0.0,1.0,150.0,1.0,38.0,19.0,3.0,3.0,120.1,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,11.0,15.0,15.0,12.0,11.91666667,0.0,8.0,13.0,14.0,8.0,11.25,0.0,10.8,1.4,1.74,1.0
1.0,39.0,1.0,9500.0,1.0,19.0,133.1,1.0,38.0,38.0,9.0,8.0,106.0,1.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,7.0,7.0,6.0,12.66666667,1.0,0.0,7.0,7.0,6.0,12.66666667,1.0,7.6,2.6,0.32,3.0
1.0,39.0,1.0,8014.0,0.0,19.0,133.1,1.0,37.0,37.0,9.0,7.0,106.5,0.0,0.0,0.0,1.0,0.0,1.0,32.0,0.0,0.0,6.0,7.0,6.0,12.66666667,0.0,0.0,6.0,7.0,6.0,13.33333333,0.0,12.7,3.7,-1.7,3.0
1.0,39.0,1.0,8014.0,0.0,1.0,130.0,1.0,37.0,37.0,9.0,9.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,0.0,6.0,14.0,5.0,12.4,0.0,0.0,6.0,10.0,5.0,11.6,0.0,9.4,-0.8,-3.12,3.0
1.0,1.0,1.0,9500.0,1.0,1.0,157.0,1.0,37.0,37.0,9.0,9.0,143.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,13.4,0.0,0.0,8.0,8.0,7.0,13.4,0.0,12.7,3.7,-1.7,3.0
1.0,17.0,1.0,9670.0,1.0,1.0,133.1,1.0,1.0,37.0,4.0,5.0,150.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,6.0,8.0,6.0,14.75,0.0,0.0,6.0,9.0,5.0,14.33333333,0.0,11.1,0.6,2.02,3.0
1.0,17.0,2.0,9500.0,1.0,1.0,126.0,1.0,37.0,37.0,7.0,7.0,126.2,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,10.0,5.0,11.94,0.0,0.0,7.0,8.0,6.0,12.8,0.0,11.1,0.6,2.02,2.0
1.0,43.0,1.0,33.0,1.0,1.0,134.0,1.0,37.0,37.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,1.0,0.0,32.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,13.9,-0.3,0.79,1.0
1.0,1.0,1.0,9085.0,1.0,1.0,148.0,1.0,38.0,38.0,4.0,9.0,131.6,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,6.0,8.0,6.0,15.5,0.0,0.0,6.0,9.0,4.0,15.5,0.0,11.1,0.6,2.02,1.0
1.0,1.0,2.0,9670.0,1.0,1.0,140.0,1.0,3.0,1.0,2.0,6.0,137.6,1.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,0.0,6.0,8.0,6.0,15.16666667,0.0,0.0,6.0,7.0,6.0,14.42857143,0.0,8.9,1.4,3.51,3.0
1.0,17.0,6.0,9773.0,1.0,1.0,131.0,1.0,34.0,34.0,0.0,0.0,129.3,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,1.0,1.0,9670.0,1.0,1.0,126.0,1.0,1.0,1.0,90.0,90.0,119.0,1.0,0.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,10.0,1.0,12.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,1.0
2.0,39.0,1.0,9991.0,0.0,1.0,110.0,1.0,34.0,34.0,0.0,0.0,114.6,1.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,44.0,1.0,9130.0,1.0,39.0,140.0,1.0,4.0,4.0,2.0,10.0,140.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,1.0,5.0,8.0,2.0,11.5,0.0,1.0,5.0,13.0,2.0,11.5,0.0,12.7,3.7,-1.7,1.0
2.0,39.0,1.0,9500.0,1.0,19.0,133.1,1.0,19.0,19.0,4.0,4.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,33.0,0.0,0.0,7.0,7.0,5.0,13.06,0.0,0.0,7.0,9.0,0.0,0.0,0.0,16.2,0.3,-0.92,2.0
1.0,43.0,4.0,9500.0,1.0,6.0,134.0,1.0,37.0,37.0,9.0,9.0,129.8,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,7.0,6.0,14.85,0.0,0.0,7.0,7.0,6.0,14.85,0.0,7.6,2.6,0.32,3.0
1.0,39.0,1.0,8014.0,0.0,1.0,133.1,1.0,1.0,12.0,4.0,5.0,116.5,0.0,0.0,0.0,1.0,1.0,1.0,24.0,0.0,0.0,6.0,6.0,4.0,12.25,0.0,0.0,6.0,10.0,4.0,11.5,0.0,12.4,0.5,1.79,2.0
1.0,17.0,3.0,9500.0,1.0,1.0,136.0,1.0,37.0,38.0,4.0,5.0,126.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,8.0,8.0,7.0,15.11,0.0,0.0,8.0,8.0,7.0,15.11,0.0,10.8,1.4,1.74,3.0
1.0,18.0,1.0,9070.0,1.0,1.0,143.0,1.0,38.0,38.0,7.0,5.0,141.6,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,6.0,12.0,12.0,11.0,13.09090909,0.0,5.0,11.0,12.0,11.0,12.08333333,0.0,10.8,1.4,1.74,3.0
1.0,1.0,1.0,9070.0,1.0,1.0,117.0,1.0,1.0,1.0,3.0,9.0,118.4,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,11.83333333,0.0,0.0,6.0,8.0,4.0,10.75,2.0,16.2,0.3,-0.92,3.0
1.0,44.0,1.0,9003.0,1.0,39.0,130.0,1.0,19.0,37.0,9.0,9.0,130.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,6.0,8.0,6.0,12.57142857,0.0,0.0,6.0,7.0,6.0,12.42857143,0.0,8.9,1.4,3.51,3.0
1.0,44.0,1.0,9070.0,1.0,39.0,150.0,1.0,12.0,37.0,3.0,9.0,147.7,0.0,0.0,1.0,1.0,0.0,1.0,22.0,0.0,2.0,7.0,7.0,7.0,13.57142857,0.0,5.0,9.0,9.0,9.0,13.77777778,0.0,12.4,0.5,1.79,3.0
2.0,1.0,4.0,9853.0,1.0,1.0,134.0,1.0,37.0,37.0,5.0,7.0,122.5,0.0,1.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,13.33333333,0.0,0.0,6.0,6.0,6.0,14.5,0.0,10.8,1.4,1.74,3.0
1.0,1.0,6.0,9500.0,1.0,1.0,145.0,1.0,19.0,37.0,9.0,9.0,132.3,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,14.06,0.0,0.0,8.0,8.0,7.0,14.06,0.0,10.8,1.4,1.74,2.0
1.0,17.0,5.0,9773.0,1.0,1.0,122.0,1.0,38.0,38.0,7.0,7.0,123.1,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,6.0,12.0,3.0,11.0,0.0,0.0,6.0,12.0,3.0,12.0,0.0,9.4,-0.8,-3.12,1.0
